Program,Program Desc,College,College Desc,Level,Level Desc,Department,Department Desc,Degree,Degree Desc,Major,Major Desc,Campus,Campus Desc,Major CIP,Major CIP Desc,Combined Ind,Concentration,Concentration Desc,Eff Term,Eff Term Desc,Admission Ind,Student Ind,Outcome Ind,Eff Status,Program Status
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,SJO,"Silicon Valley, CA",110802,Data Modeling/Warehousing DBA,,NOCC,No Concentration,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,SJO,"Silicon Valley, CA",110802,Data Modeling/Warehousing DBA,,STMO,Statistical Modeling,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,TOR,"Toronto, Canada",110802,Data Modeling/Warehousing DBA,,APMI,Applied Machine Intelligence,202235,Spring 2022 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,TOR,"Toronto, Canada",110802,Data Modeling/Warehousing DBA,,EBMG,Evidence Based Management,202235,Spring 2022 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,TOR,"Toronto, Canada",110802,Data Modeling/Warehousing DBA,,NOCC,No Concentration,202235,Spring 2022 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,TOR,"Toronto, Canada",110802,Data Modeling/Warehousing DBA,,STMO,Statistical Modeling,202235,Spring 2022 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,VAN,"Vancouver, Canada",110802,Data Modeling/Warehousing DBA,,APMI,Applied Machine Intelligence,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,VAN,"Vancouver, Canada",110802,Data Modeling/Warehousing DBA,,EBMG,Evidence Based Management,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,VAN,"Vancouver, Canada",110802,Data Modeling/Warehousing DBA,,NOCC,No Concentration,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-ANLY,MPS Analytics,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,ANLY,Analytics,VAN,"Vancouver, Canada",110802,Data Modeling/Warehousing DBA,,STMO,Statistical Modeling,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,BOS,Boston,521301,Mgt Sce,,AIBV,AI for Business Venture,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,BOS,Boston,521301,Mgt Sce,,AIFI,AI for Finance,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,BOS,Boston,521301,Mgt Sce,,AIHP,AI for Healthcare/Pharma,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,BOS,Boston,521301,Mgt Sce,,AIHR,AI for Human Resources,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,BOS,Boston,521301,Mgt Sce,,NOCC,No Concentration,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,PTL,"Portland, Maine",521301,Mgt Sce,,AIBV,AI for Business Venture,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,PTL,"Portland, Maine",521301,Mgt Sce,,AIFI,AI for Finance,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,PTL,"Portland, Maine",521301,Mgt Sce,,AIHP,AI for Healthcare/Pharma,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,PTL,"Portland, Maine",521301,Mgt Sce,,AIHR,AI for Human Resources,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-APMI,MPS Applied Machine lntel(CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,APMI,Applied Machine Intelligence,PTL,"Portland, Maine",521301,Mgt Sce,,NOCC,No Concentration,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGM-AL,MPS Digital Media -Connect,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,3DAN,3-D Animation,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGM-AL,MPS Digital Media -Connect,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,DGMM,Digital Media Management,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGM-AL,MPS Digital Media -Connect,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,DGVD,Digital Video,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGM-AL,MPS Digital Media -Connect,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,GMDS,Game Design,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGM-AL,MPS Digital Media -Connect,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,INDS,Interactive Design,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGM-AL,MPS Digital Media -Connect,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,NOCC,No Concentration,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGM-AL,MPS Digital Media -Connect,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,SOMD,Social Media,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,3DAN,3-D Animation,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,DGMM,Digital Media Management,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,DGVD,Digital Video,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,GMDS,Game Design,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,INDS,Interactive Design,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,NOCC,No Concentration,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,BOS,Boston,090702,Digital Communics/Multimedia,,SOMD,Social Media,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SFR,"San Francisco, CA",090702,Digital Communics/Multimedia,,3DAN,3-D Animation,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SFR,"San Francisco, CA",090702,Digital Communics/Multimedia,,DGMM,Digital Media Management,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SFR,"San Francisco, CA",090702,Digital Communics/Multimedia,,DGVD,Digital Video,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SFR,"San Francisco, CA",090702,Digital Communics/Multimedia,,GMDS,Game Design,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SFR,"San Francisco, CA",090702,Digital Communics/Multimedia,,INDS,Interactive Design,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SFR,"San Francisco, CA",090702,Digital Communics/Multimedia,,NOCC,No Concentration,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SFR,"San Francisco, CA",090702,Digital Communics/Multimedia,,SOMD,Social Media,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SJO,"Silicon Valley, CA",090702,Digital Communics/Multimedia,,3DAN,3-D Animation,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SJO,"Silicon Valley, CA",090702,Digital Communics/Multimedia,,DGMM,Digital Media Management,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SJO,"Silicon Valley, CA",090702,Digital Communics/Multimedia,,DGVD,Digital Video,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SJO,"Silicon Valley, CA",090702,Digital Communics/Multimedia,,GMDS,Game Design,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SJO,"Silicon Valley, CA",090702,Digital Communics/Multimedia,,INDS,Interactive Design,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SJO,"Silicon Valley, CA",090702,Digital Communics/Multimedia,,NOCC,No Concentration,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-DGME,MPS Digital Media (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,DGME,Digital Media,SJO,"Silicon Valley, CA",090702,Digital Communics/Multimedia,,SOMD,Social Media,202015,Fall 2019 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-GSPS,MPS Geospatial Services (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,GSPS,Geospatial Services,BOS,Boston,110103,Information Tech.,,GEOA,Geospatial Analytics,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-GSPS,MPS Geospatial Services (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,GSPS,Geospatial Services,BOS,Boston,110103,Information Tech.,,GINS,Geographic Information Systems,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-GSPS,MPS Geospatial Services (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,GSPS,Geospatial Services,BOS,Boston,110103,Information Tech.,,NOCC,No Concentration,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-GSPS,MPS Geospatial Services (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,GSPS,Geospatial Services,BOS,Boston,110103,Information Tech.,,RESE,Remote Sensing,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-GSPS,MPS Geospatial Services (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,GSPS,Geospatial Services,PTL,"Portland, Maine",110103,Information Tech.,,GEOA,Geospatial Analytics,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-GSPS,MPS Geospatial Services (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,GSPS,Geospatial Services,PTL,"Portland, Maine",110103,Information Tech.,,GINS,Geographic Information Systems,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-GSPS,MPS Geospatial Services (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,GSPS,Geospatial Services,PTL,"Portland, Maine",110103,Information Tech.,,NOCC,No Concentration,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-GSPS,MPS Geospatial Services (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,GSPS,Geospatial Services,PTL,"Portland, Maine",110103,Information Tech.,,RESE,Remote Sensing,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-IAMG,MPS Insurance Analytics & Mgmt,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,IAMG,Insurance Analytics and Mgmt,BOS,Boston,521701,Insurance,,AIMG,Advanced Insurance Management,202315,Fall 2022 CPS Quarter,N,Y,Y,Current,Active
P-MPS-IAMG,MPS Insurance Analytics & Mgmt,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,IAMG,Insurance Analytics and Mgmt,BOS,Boston,521701,Insurance,,CUEG,Customer Engagement,202315,Fall 2022 CPS Quarter,N,Y,Y,Current,Active
P-MPS-IAMG,MPS Insurance Analytics & Mgmt,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,IAMG,Insurance Analytics and Mgmt,BOS,Boston,521701,Insurance,,DESP,Decision Support,202315,Fall 2022 CPS Quarter,N,Y,Y,Current,Active
P-MPS-IAMG,MPS Insurance Analytics & Mgmt,PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,IAMG,Insurance Analytics and Mgmt,BOS,Boston,521701,Insurance,,NOCC,No Concentration,202315,Fall 2022 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-INFM,MPS Informatics (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,INFM,Informatics,BOS,Boston,110104,Informatics,,ANLY,Analytics,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-INFM,MPS Informatics (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,INFM,Informatics,BOS,Boston,110104,Informatics,,CCAM,Cloud Computing App and Mgmt,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-INFM,MPS Informatics (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,INFM,Informatics,BOS,Boston,110104,Informatics,,HUIN,Human Centered Informatics,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-INFM,MPS Informatics (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,INFM,Informatics,BOS,Boston,110104,Informatics,,INSM,Info Security Management,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-INFM,MPS Informatics (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,INFM,Informatics,BOS,Boston,110104,Informatics,,NOCC,No Concentration,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-INFM,MPS Informatics (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,INFM,Informatics,BOS,Boston,110104,Informatics,,PMTE,Leadng & Managng Tech Projects,202115,Fall 2020 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-INFM,MPS Informatics (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,INFM,Informatics,CHL,"Charlotte, NC",110104,Informatics,,ANLY,Analytics,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
P-MPS-INFM,MPS Informatics (CPS),PS,Coll of Professional Studies,GP,CPS - Graduate,CPS,Col of Professional Studies,MPS,Master of Professional Studies,INFM,Informatics,CHL,"Charlotte, NC",110104,Informatics,,CCAM,Cloud Computing App and Mgmt,201815,Fall 2017 CPS Quarter,Y,Y,Y,Current,Active
